asset,market_id,market_slug,token_id,lag_hours,signal_time_ns,entry_time_ns,exit_time_ns,side,notional_usd,probability_change,gross_return,net_return,pnl_usd
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775962800000000000,1775966400000000000,1775970000000000000,-1,10.0,0.004999999999999977,-0.003409568087326953,-0.007409568087326953,-0.07409568087326954
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775966400000000000,1775970000000000000,1775973600000000000,1,10.0,-0.01999999999999999,-0.0005883402918971381,-0.004588340291897138,-0.04588340291897138
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775970000000000000,1775973600000000000,1775977200000000000,1,10.0,-0.010000000000000009,-4.1999212758825344e-05,-0.004041999212758825,-0.040419992127588254
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776106800000000000,1776110400000000000,1776114000000000000,-1,10.0,0.010000000000000009,-0.0004149045186452316,-0.004414904518645232,-0.04414904518645232
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776132000000000000,1776135600000000000,1776139200000000000,-1,10.0,0.0050000000000000044,0.000760029998214562,-0.003239970001785438,-0.03239970001785438
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776142800000000000,1776146400000000000,1776150000000000000,1,10.0,-0.0050000000000000044,0.00031225372446774813,-0.003687746275532252,-0.03687746275532252
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776153600000000000,1776157200000000000,1776160800000000000,-1,10.0,0.010000000000000009,0.002013288590604123,-0.001986711409395877,-0.01986711409395877
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776171600000000000,1776175200000000000,1776178800000000000,-1,10.0,0.009999999999999981,-0.004045265379807095,-0.008045265379807095,-0.08045265379807096
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776182400000000000,1776186000000000000,1776189600000000000,-1,10.0,0.0050000000000000044,0.00877216922255697,0.004772169222556969,0.04772169222556969
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776186000000000000,1776189600000000000,1776193200000000000,1,10.0,-0.009999999999999981,0.0017544122476031987,-0.0022455877523968014,-0.022455877523968014
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776196800000000000,1776200400000000000,1776204000000000000,-1,10.0,0.004999999999999977,0.0034196250125374528,-0.0005803749874625473,-0.005803749874625473
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776204000000000000,1776207600000000000,1776211200000000000,1,10.0,-0.004999999999999977,0.005892362968263898,0.0018923629682638977,0.018923629682638977
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776214800000000000,1776218400000000000,1776222000000000000,-1,10.0,0.004999999999999977,-0.0003225155404860125,-0.004322515540486013,-0.043225155404860126
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776222000000000000,1776225600000000000,1776229200000000000,-1,10.0,0.010000000000000009,0.00428945883784837,0.0002894588378483699,0.0028945883784836993
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776236400000000000,1776240000000000000,1776243600000000000,1,10.0,-0.014999999999999986,-0.0013334141135986632,-0.005333414113598663,-0.05333414113598663
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776268800000000000,1776272400000000000,1776276000000000000,-1,10.0,0.004999999999999977,-0.0034442594215009503,-0.00744425942150095,-0.07444259421500951
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776283200000000000,1776286800000000000,1776290400000000000,1,10.0,-0.009999999999999981,0.002955456757881336,-0.0010445432421186639,-0.010445432421186639
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776294000000000000,1776297600000000000,1776301200000000000,-1,10.0,0.01999999999999999,0.0021043880179268948,-0.0018956119820731053,-0.018956119820731053
