market_id,market_slug,asset,is_active,is_closed,is_archived,volume_1mo_usd,volume_total_usd,wallet_flow_rows,trade_rows,copy_rows,market_flow_hourly_rows,whale_flow_hourly_rows,observed_flow_hours,first_flow_hour_ns,last_flow_hour_ns,coverage_span_hours,continuity_ratio,missing_hours_estimate,recent_coverage,coverage_need
1665680,sol-updown-15m-1774126800,SOL,True,True,False,0.0,9984.329787000008,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667094,will-the-bitcoin-volatility-index-hit-80-by-april-30,BTC,True,False,False,6794.026704,8949.624729000001,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667095,will-the-bitcoin-volatility-index-hit-70-by-april-30,BTC,True,False,False,8086.309323999999,9440.005946000001,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667098,will-the-bitcoin-volatility-index-dip-to-40-by-april-30,BTC,True,False,False,2795.967867,8315.444208,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667187,will-the-ethereum-volatility-index-hit-110-by-april-30,ETH,True,False,False,987.0005610000001,70657.91569499997,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667188,will-the-ethereum-volatility-index-hit-100-by-april-30,ETH,True,False,False,2038.6822,76613.81786599994,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1667189,will-the-ethereum-volatility-index-hit-90-by-april-30,ETH,True,False,False,708.713,725.2269120000001,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1668690,will-xrp-dip-to-1pt2-on-march-21,XRP,True,True,False,0.0,999.9859999999999,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1673097,xrp-above-1pt1-on-march-28,XRP,True,True,False,0.0,9975.35638,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1683284,ethereum-above-1800-on-march-29,ETH,True,True,False,0.0,99743.291569,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1692116,will-the-price-of-bitcoin-be-between-78000-80000-on-march-30,BTC,True,True,False,0.0,9982.350282,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1696383,will-bitcoin-outperform-the-sp-500-in-april-2026,BTC,True,False,False,4629.007806,5658.4294039999995,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1696384,will-bitcoin-outperform-nvidia-nvda-in-april-2026,BTC,True,False,False,4223.504956,8212.417141,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1715810,ethereum-etf-flows-on-march-27,ETH,True,True,False,0.0,9.98494,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1717573,xrp-above-1-on-april-1,XRP,True,True,False,0.0,996.3213200000001,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1731531,xrp-up-or-down-march-28-2026-12pm-et,XRP,True,True,False,0.0,9971.035731999997,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1740816,sol-updown-5m-1774684800,SOL,True,True,False,0.0,9979.677617999996,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1743053,bitcoin-above-67400-on-march-27-2026-12pm-et,BTC,True,True,False,0.0,99.9932,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1744849,ethereum-above-1910-on-march-27-2026-3pm-et,ETH,True,True,False,0.0,999.99,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1745452,bitcoin-above-64200-on-march-27-2026-4pm-et,BTC,True,True,False,0.0,998.76,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
