rank,asset,symbol,market_id,market_slug,token_id,question,horizon_hours,segment_type,segment_value,combined_regime,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
449,BTC,BTCUSDT,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",1,funding_direction,negative,,1.0,9,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.29000000000000004,REJECTED,insufficient_samples
450,BTC,BTCUSDT,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",1,funding_intensity,low,,1.0,9,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.29000000000000004,REJECTED,insufficient_samples
451,BTC,BTCUSDT,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",1,funding_intensity,normal,,1.0,8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.28,REJECTED,insufficient_samples
452,BTC,BTCUSDT,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",4,funding_intensity,normal,,1.0,8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.28,REJECTED,insufficient_samples
453,BTC,BTCUSDT,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",1,funding_intensity,normal,,1.0,8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.28,REJECTED,insufficient_samples
454,BTC,BTCUSDT,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",4,funding_intensity,normal,,1.0,8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.28,REJECTED,insufficient_samples
455,BTC,BTCUSDT,1764378,btc-updown-5m-1774808400,90856252799365273842960800021642087848762029657266017906190112268841358648663,"Bitcoin Up or Down - March 29, 2:20PM-2:25PM ET",1,funding_intensity,low,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
456,BTC,BTCUSDT,1764378,btc-updown-5m-1774808400,90856252799365273842960800021642087848762029657266017906190112268841358648663,"Bitcoin Up or Down - March 29, 2:20PM-2:25PM ET",1,funding_intensity,normal,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
457,BTC,BTCUSDT,1764378,btc-updown-5m-1774808400,90856252799365273842960800021642087848762029657266017906190112268841358648663,"Bitcoin Up or Down - March 29, 2:20PM-2:25PM ET",4,funding_intensity,normal,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
458,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",1,funding_intensity,low,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
459,BTC,BTCUSDT,1897472,btc-updown-5m-1775600400,22599370910269115424149153877580251125336650413213583609364095382582159388478,"Bitcoin Up or Down - April 7, 6:20PM-6:25PM ET",4,funding_direction,negative,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
460,BTC,BTCUSDT,1897472,btc-updown-5m-1775600400,22599370910269115424149153877580251125336650413213583609364095382582159388478,"Bitcoin Up or Down - April 7, 6:20PM-6:25PM ET",4,funding_intensity,low,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
461,BTC,BTCUSDT,1930931,btc-updown-5m-1775854200,64971851974503024624556950752843316052486106610228129807974652746522120783957,"Bitcoin Up or Down - April 10, 4:50PM-4:55PM ET",1,funding_direction,negative,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
462,BTC,BTCUSDT,1930931,btc-updown-5m-1775854200,64971851974503024624556950752843316052486106610228129807974652746522120783957,"Bitcoin Up or Down - April 10, 4:50PM-4:55PM ET",1,funding_intensity,low,,1.0,7,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.27,REJECTED,insufficient_samples
463,BTC,BTCUSDT,1773180,btc-updown-5m-1774858800,27447718362414934066594604009165057600587117359409496188839837767218855278210,"Bitcoin Up or Down - March 30, 4:20AM-4:25AM ET",1,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
464,BTC,BTCUSDT,1773180,btc-updown-5m-1774858800,27447718362414934066594604009165057600587117359409496188839837767218855278210,"Bitcoin Up or Down - March 30, 4:20AM-4:25AM ET",4,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
465,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",1,funding_direction,positive,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
466,BTC,BTCUSDT,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",4,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
467,BTC,BTCUSDT,1861642,btc-updown-5m-1775399400,76557757478120311021616027808007688388498741432321260730820358512489560168895,"Bitcoin Up or Down - April 5, 10:30AM-10:35AM ET",4,funding_intensity,low,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
468,BTC,BTCUSDT,1967878,btc-updown-5m-1776161700,95287590458392919359615028946659727184736793112986342942812250830841909338648,"Bitcoin Up or Down - April 14, 6:15AM-6:20AM ET",1,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
469,BTC,BTCUSDT,1967878,btc-updown-5m-1776161700,95287590458392919359615028946659727184736793112986342942812250830841909338648,"Bitcoin Up or Down - April 14, 6:15AM-6:20AM ET",1,funding_intensity,low,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
470,BTC,BTCUSDT,1998810,btc-updown-5m-1776429000,50116175953583947860307080014869644439399671152644579782112295437096927621748,"Bitcoin Up or Down - April 17, 8:30AM-8:35AM ET",4,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
471,BTC,BTCUSDT,1998810,btc-updown-5m-1776429000,50116175953583947860307080014869644439399671152644579782112295437096927621748,"Bitcoin Up or Down - April 17, 8:30AM-8:35AM ET",4,funding_intensity,low,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
472,BTC,BTCUSDT,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",4,funding_direction,negative,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
473,BTC,BTCUSDT,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",4,funding_intensity,low,,1.0,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.26,REJECTED,insufficient_samples
474,BTC,BTCUSDT,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",1,funding_direction,positive,,1.0,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.25,REJECTED,insufficient_samples
475,BTC,BTCUSDT,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",1,funding_direction,negative,,1.0,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.25,REJECTED,insufficient_samples
476,BTC,BTCUSDT,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",4,funding_direction,negative,,1.0,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.25,REJECTED,insufficient_samples
477,BTC,BTCUSDT,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",1,funding_direction,negative,,1.0,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.25,REJECTED,insufficient_samples
478,BTC,BTCUSDT,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",1,funding_intensity,low,,1.0,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.25,REJECTED,insufficient_samples
479,BTC,BTCUSDT,1797082,btc-updown-15m-1774994400,65611300189372268359883816995640612651775381157928304549705959904749555161624,"Bitcoin Up or Down - March 31, 6:00PM-6:15PM ET",1,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
480,BTC,BTCUSDT,1764378,btc-updown-5m-1774808400,90856252799365273842960800021642087848762029657266017906190112268841358648663,"Bitcoin Up or Down - March 29, 2:20PM-2:25PM ET",4,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
481,BTC,BTCUSDT,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",1,funding_direction,positive,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
482,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",4,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
483,BTC,BTCUSDT,1900649,btc-updown-5m-1775616000,19664277310092080427560100864321041701614868906525161652201535032296275517903,"Bitcoin Up or Down - April 7, 10:40PM-10:45PM ET",1,funding_direction,negative,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
484,BTC,BTCUSDT,1900649,btc-updown-5m-1775616000,19664277310092080427560100864321041701614868906525161652201535032296275517903,"Bitcoin Up or Down - April 7, 10:40PM-10:45PM ET",1,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
485,BTC,BTCUSDT,1930931,btc-updown-5m-1775854200,64971851974503024624556950752843316052486106610228129807974652746522120783957,"Bitcoin Up or Down - April 10, 4:50PM-4:55PM ET",4,funding_direction,negative,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
486,BTC,BTCUSDT,1930931,btc-updown-5m-1775854200,64971851974503024624556950752843316052486106610228129807974652746522120783957,"Bitcoin Up or Down - April 10, 4:50PM-4:55PM ET",4,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
487,BTC,BTCUSDT,1998470,btc-updown-5m-1776425400,108068267617536766861142070024009775057299245094427540319317937292036585712494,"Bitcoin Up or Down - April 17, 7:30AM-7:35AM ET",1,funding_direction,negative,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
488,BTC,BTCUSDT,1998470,btc-updown-5m-1776425400,108068267617536766861142070024009775057299245094427540319317937292036585712494,"Bitcoin Up or Down - April 17, 7:30AM-7:35AM ET",1,funding_intensity,low,,1.0,4,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.24000000000000002,REJECTED,insufficient_samples
489,BTC,BTCUSDT,1797082,btc-updown-15m-1774994400,65611300189372268359883816995640612651775381157928304549705959904749555161624,"Bitcoin Up or Down - March 31, 6:00PM-6:15PM ET",1,funding_direction,positive,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
490,BTC,BTCUSDT,1856721,btc-updown-15m-1775369700,94000478773748527251307978412257238745656698237739479140910484517456290997260,"Bitcoin Up or Down - April 5, 2:15AM-2:30AM ET",1,funding_direction,negative,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
491,BTC,BTCUSDT,1856721,btc-updown-15m-1775369700,94000478773748527251307978412257238745656698237739479140910484517456290997260,"Bitcoin Up or Down - April 5, 2:15AM-2:30AM ET",1,funding_intensity,low,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
492,BTC,BTCUSDT,2030656,btc-updown-15m-1776748500,40704685979574352870784216201689105907217066814761414948598677249710302507666,"Bitcoin Up or Down - April 21, 1:15AM-1:30AM ET",1,funding_direction,negative,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
493,BTC,BTCUSDT,2030656,btc-updown-15m-1776748500,40704685979574352870784216201689105907217066814761414948598677249710302507666,"Bitcoin Up or Down - April 21, 1:15AM-1:30AM ET",1,funding_intensity,low,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
494,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",4,funding_direction,positive,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
495,BTC,BTCUSDT,1967878,btc-updown-5m-1776161700,95287590458392919359615028946659727184736793112986342942812250830841909338648,"Bitcoin Up or Down - April 14, 6:15AM-6:20AM ET",4,funding_direction,negative,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
496,BTC,BTCUSDT,1967878,btc-updown-5m-1776161700,95287590458392919359615028946659727184736793112986342942812250830841909338648,"Bitcoin Up or Down - April 14, 6:15AM-6:20AM ET",4,funding_intensity,low,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
497,BTC,BTCUSDT,2014943,btc-updown-5m-1776612300,51130039493243461980792899637975908633960794615677071165975838637861069032334,"Bitcoin Up or Down - April 19, 11:25AM-11:30AM ET",1,funding_direction,negative,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
498,BTC,BTCUSDT,2014943,btc-updown-5m-1776612300,51130039493243461980792899637975908633960794615677071165975838637861069032334,"Bitcoin Up or Down - April 19, 11:25AM-11:30AM ET",1,funding_intensity,low,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
499,BTC,BTCUSDT,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",1,funding_direction,negative,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
500,BTC,BTCUSDT,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",1,funding_intensity,low,,1.0,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.23,REJECTED,insufficient_samples
501,BTC,BTCUSDT,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",4,funding_direction,positive,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
502,BTC,BTCUSDT,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",1,funding_direction,negative,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
503,BTC,BTCUSDT,1887937,btc-updown-5m-1775540700,108931794260651331879796425968136887097473171674843524920869898177924594048489,"Bitcoin Up or Down - April 7, 1:45AM-1:50AM ET",1,funding_intensity,low,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
504,BTC,BTCUSDT,1991340,btc-updown-5m-1776342000,114359572008396273162599885246554426484348653866499332402436335403007959998180,"Bitcoin Up or Down - April 16, 8:20AM-8:25AM ET",1,funding_direction,negative,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
505,BTC,BTCUSDT,1991340,btc-updown-5m-1776342000,114359572008396273162599885246554426484348653866499332402436335403007959998180,"Bitcoin Up or Down - April 16, 8:20AM-8:25AM ET",1,funding_intensity,low,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
506,BTC,BTCUSDT,2019894,btc-updown-5m-1776660600,7717234485343578449153762445080077214125010890133575327930668808991765641711,"Bitcoin Up or Down - April 20, 12:50AM-12:55AM ET",1,funding_direction,negative,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
507,BTC,BTCUSDT,2019894,btc-updown-5m-1776660600,7717234485343578449153762445080077214125010890133575327930668808991765641711,"Bitcoin Up or Down - April 20, 12:50AM-12:55AM ET",1,funding_intensity,low,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
508,BTC,BTCUSDT,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",4,funding_direction,negative,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
509,BTC,BTCUSDT,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",4,funding_intensity,low,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
510,ETH,ETHUSDT,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",1,funding_intensity,high,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
511,ETH,ETHUSDT,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",4,funding_intensity,high,,1.0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.22,REJECTED,insufficient_samples
512,BTC,BTCUSDT,1797082,btc-updown-15m-1774994400,65611300189372268359883816995640612651775381157928304549705959904749555161624,"Bitcoin Up or Down - March 31, 6:00PM-6:15PM ET",1,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
513,BTC,BTCUSDT,1797082,btc-updown-15m-1774994400,65611300189372268359883816995640612651775381157928304549705959904749555161624,"Bitcoin Up or Down - March 31, 6:00PM-6:15PM ET",4,funding_direction,positive,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
514,BTC,BTCUSDT,1797082,btc-updown-15m-1774994400,65611300189372268359883816995640612651775381157928304549705959904749555161624,"Bitcoin Up or Down - March 31, 6:00PM-6:15PM ET",4,funding_intensity,low,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
515,BTC,BTCUSDT,1971017,btc-updown-15m-1776182400,85856379353849928199926584202343213889871735551019458510529699438070591324319,"Bitcoin Up or Down - April 14, 12:00PM-12:15PM ET",1,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
516,BTC,BTCUSDT,1971017,btc-updown-15m-1776182400,85856379353849928199926584202343213889871735551019458510529699438070591324319,"Bitcoin Up or Down - April 14, 12:00PM-12:15PM ET",1,funding_intensity,low,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
517,BTC,BTCUSDT,1765600,btc-updown-5m-1774815000,17574681085863998596045048551160769091717756293317102431511107137990536003739,"Bitcoin Up or Down - March 29, 4:10PM-4:15PM ET",4,funding_direction,positive,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
518,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",1,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
519,BTC,BTCUSDT,1774331,btc-updown-5m-1774866300,84070069951266903779001223967651240644159077238374072337458282738811392653485,"Bitcoin Up or Down - March 30, 6:25AM-6:30AM ET",4,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
520,BTC,BTCUSDT,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",1,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
521,BTC,BTCUSDT,1883370,btc-updown-5m-1775512200,13545122890454054663973093452024448354645227886618076403732779259916498079157,"Bitcoin Up or Down - April 6, 5:50PM-5:55PM ET",1,funding_intensity,low,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
522,BTC,BTCUSDT,1900649,btc-updown-5m-1775616000,19664277310092080427560100864321041701614868906525161652201535032296275517903,"Bitcoin Up or Down - April 7, 10:40PM-10:45PM ET",4,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
523,BTC,BTCUSDT,1900649,btc-updown-5m-1775616000,19664277310092080427560100864321041701614868906525161652201535032296275517903,"Bitcoin Up or Down - April 7, 10:40PM-10:45PM ET",4,funding_intensity,low,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
524,BTC,BTCUSDT,1998470,btc-updown-5m-1776425400,108068267617536766861142070024009775057299245094427540319317937292036585712494,"Bitcoin Up or Down - April 17, 7:30AM-7:35AM ET",4,funding_direction,negative,,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,0.0,0.0,0.21000000000000002,REJECTED,insufficient_samples
