rank,asset,market_id,market_slug,token_id,question,horizon_hours,feature_name,segment_type,segment_value,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
394,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,unique_active_wallets,whale_flow_bucket,normal,0.81,75,45,30,1,0.5777777777777777,0.43333333333333335,8.302683700465257e-05,-0.00044075083083811197,0.5777777777777777,0.43333333333333335,nan,nan,nan,False,0.0,-0.0008351919179676293,0.00039444108712951735,1.9908882174259035,WEAK,train_test_direction_mismatch
395,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,sell_volume_usdc,active_wallet_bucket,high,0.9,28,16,12,-1,0.625,0.5833333333333334,0.00048434995811315307,0.0003108489771603234,0.625,0.5833333333333334,0.4595049199591762,0.5166363836636808,nan,True,0.5,-8.052121073844867e-05,0.00039137018789877205,2.2049407042464213,WEAK,passed
396,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,sell_volume_usdc,whale_flow_bucket,normal,0.9,28,16,12,-1,0.625,0.5833333333333334,0.00048434995811315307,0.0003108489771603234,0.625,0.5833333333333334,0.4595049199591762,0.5166363836636808,nan,True,0.5,-8.052121073844867e-05,0.00039137018789877205,2.2049407042464213,WEAK,passed
397,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",1,flow_momentum_4h,all,all,0.6,80,48,32,1,0.6041666666666666,0.40625,0.00020596011784833083,-0.00048380207287325797,0.6041666666666666,0.40625,0.07954545448901458,0.21063892206906565,nan,False,0.0,-0.0008519808181148422,0.0003681787452415842,1.993635749048317,WEAK,train_test_direction_mismatch
398,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",1,flow_momentum_4h,active_wallet_bucket,high,0.54,80,48,32,1,0.6041666666666666,0.40625,0.00020596011784833083,-0.00048380207287325797,0.6041666666666666,0.40625,0.07954545448901458,0.21063892206906565,nan,False,0.0,-0.0008519808181148422,0.0003681787452415842,1.981635749048317,WEAK,train_test_direction_mismatch
399,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",1,flow_momentum_4h,flow_direction,sell_dominant,0.54,80,48,32,1,0.6041666666666666,0.40625,0.00020596011784833083,-0.00048380207287325797,0.6041666666666666,0.40625,0.07954545448901458,0.21063892206906565,nan,False,0.0,-0.0008519808181148422,0.0003681787452415842,1.981635749048317,WEAK,train_test_direction_mismatch
400,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",1,flow_momentum_4h,whale_flow_bucket,normal,0.54,80,48,32,1,0.6041666666666666,0.40625,0.00020596011784833083,-0.00048380207287325797,0.6041666666666666,0.40625,0.07954545448901458,0.21063892206906565,nan,False,0.0,-0.0008519808181148422,0.0003681787452415842,1.981635749048317,WEAK,train_test_direction_mismatch
401,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,net_flow_usdc,all,all,1.0,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8797327927579703,WEAK,train_test_direction_mismatch
402,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,sell_volume_usdc,all,all,1.0,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8797327927579703,WEAK,train_test_direction_mismatch
403,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,abs_net_flow_usdc,all,all,0.9,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,-0.004294743188463225,-0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
404,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,net_flow_usdc,active_wallet_bucket,high,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
405,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,net_flow_usdc,flow_direction,sell_dominant,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
406,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,net_flow_usdc,whale_flow_bucket,normal,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
407,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,sell_volume_usdc,active_wallet_bucket,high,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
408,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,sell_volume_usdc,flow_direction,sell_dominant,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
409,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,sell_volume_usdc,whale_flow_bucket,normal,0.9,61,36,25,-1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,0.004294743188463225,0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
410,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,unique_active_wallets,all,all,0.9,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,nan,nan,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8597327927579703,WEAK,train_test_direction_mismatch
411,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,abs_net_flow_usdc,active_wallet_bucket,high,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,-0.004294743188463225,-0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
412,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,-0.004294743188463225,-0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
413,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,-0.004294743188463225,-0.09339214159082988,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
414,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,unique_active_wallets,active_wallet_bucket,high,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,nan,nan,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
415,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,unique_active_wallets,flow_direction,sell_dominant,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,nan,nan,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
416,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,unique_active_wallets,whale_flow_bucket,normal,0.81,61,36,25,1,0.5833333333333334,0.4,0.00025009640276874137,-0.0007837259937003089,0.5833333333333334,0.4,nan,nan,nan,False,0.0,-0.0011323899574901609,0.000348663963789852,1.8417327927579703,WEAK,train_test_direction_mismatch
417,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,whale_flow_score,all,all,0.8,117,70,47,1,0.5142857142857142,0.5319148936170213,0.00028782897371721104,0.0003437588491869387,0.5142857142857142,0.5319148936170213,0.1409828983321221,0.27075251349722546,0.2383658426414425,True,0.8476731685282886,4.283575042744895e-06,0.0003394752741441938,3.13939801059117,WEAK,passed
418,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,whale_flow_score,active_wallet_bucket,high,0.7200000000000001,117,70,47,1,0.5142857142857142,0.5319148936170213,0.00028782897371721104,0.0003437588491869387,0.5142857142857142,0.5319148936170213,0.1409828983321221,0.27075251349722546,0.2383658426414425,True,0.8476731685282886,4.283575042744895e-06,0.0003394752741441938,3.12339801059117,WEAK,passed
419,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,whale_flow_score,whale_flow_bucket,normal,0.7200000000000001,117,70,47,1,0.5142857142857142,0.5319148936170213,0.00028782897371721104,0.0003437588491869387,0.5142857142857142,0.5319148936170213,0.1409828983321221,0.27075251349722546,0.2383658426414425,True,0.8476731685282886,4.283575042744895e-06,0.0003394752741441938,3.12339801059117,WEAK,passed
420,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,buy_volume_usdc,all,all,1.0,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.281077723979813,WEAK,train_test_direction_mismatch
421,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,buy_volume_usdc,active_wallet_bucket,high,0.9,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.2610777239798128,WEAK,train_test_direction_mismatch
422,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,buy_volume_usdc,flow_direction,buy_dominant,0.9,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.2610777239798128,WEAK,train_test_direction_mismatch
423,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,buy_volume_usdc,whale_flow_bucket,normal,0.9,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.2610777239798128,WEAK,train_test_direction_mismatch
424,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,net_flow_usdc,flow_direction,buy_dominant,0.9,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.2610777239798128,WEAK,train_test_direction_mismatch
425,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,abs_net_flow_usdc,flow_direction,buy_dominant,0.81,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,-0.003888606162657296,0.13231541506947284,-0.0910205413881704,False,0.01820410827763408,-0.0004194656858398432,0.00031436807851089525,2.2430777239798125,WEAK,train_test_direction_mismatch
426,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,unique_active_wallets,flow_direction,buy_dominant,0.81,103,61,42,-1,0.5081967213114754,0.5,0.00014248618634994927,-0.00010509760732894797,0.5081967213114754,0.5,nan,nan,nan,False,0.0,-0.0004194656858398432,0.00031436807851089525,2.2248736157021787,WEAK,train_test_direction_mismatch
427,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",24,net_flow_usdc,all,all,1.0,106,63,43,-1,0.49206349206349204,0.5348837209302325,0.000129137251793739,0.00023663793749178696,0.49206349206349204,0.5348837209302325,-0.05762625498112499,-0.020203883374029487,-0.07991283386750903,True,0.8040407766748059,-7.028119907042425e-05,0.0003069191365622112,3.135192045847713,WEAK,passed
428,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",24,net_flow_usdc,active_wallet_bucket,high,0.9,106,63,43,-1,0.49206349206349204,0.5348837209302325,0.000129137251793739,0.00023663793749178696,0.49206349206349204,0.5348837209302325,-0.05762625498112499,-0.020203883374029487,-0.07991283386750903,True,0.8040407766748059,-7.028119907042425e-05,0.0003069191365622112,3.115192045847713,WEAK,passed
429,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",24,net_flow_usdc,whale_flow_bucket,normal,0.9,106,63,43,-1,0.49206349206349204,0.5348837209302325,0.000129137251793739,0.00023663793749178696,0.49206349206349204,0.5348837209302325,-0.05762625498112499,-0.020203883374029487,-0.07991283386750903,True,0.8040407766748059,-7.028119907042425e-05,0.0003069191365622112,3.115192045847713,WEAK,passed
430,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,net_flow_usdc,flow_direction,sell_dominant,0.9,27,16,11,-1,0.625,0.5454545454545454,0.00028694784543997065,0.00021846981698407384,0.625,0.5454545454545454,0.3400688908123131,0.3747641858606836,nan,True,0.5,-8.052121073844867e-05,0.0002989910277225225,2.1007072964535953,WEAK,passed
431,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,sell_volume_usdc,flow_direction,sell_dominant,0.9,27,16,11,-1,0.625,0.5454545454545454,0.00028694784543997065,0.00021846981698407384,0.625,0.5454545454545454,0.3167337930643056,0.35583766109210324,nan,True,0.5,-8.052121073844867e-05,0.0002989910277225225,2.1007072964535953,WEAK,passed
432,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,27,16,11,1,0.625,0.5454545454545454,0.00028694784543997065,0.00021846981698407384,0.625,0.5454545454545454,-0.3400688908123131,-0.3747641858606836,nan,True,0.5,-8.052121073844867e-05,0.0002989910277225225,2.0827072964535955,WEAK,passed
433,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,unique_active_wallets,flow_direction,sell_dominant,0.81,27,16,11,1,0.625,0.5454545454545454,0.00028694784543997065,0.00021846981698407384,0.625,0.5454545454545454,-0.11730581767219549,-0.13475342439241728,nan,True,0.5,-8.052121073844867e-05,0.0002989910277225225,2.0827072964535955,WEAK,passed
434,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,unique_active_wallets,all,all,0.9,111,66,45,-1,0.48484848484848486,0.5111111111111111,0.00011447449069258477,0.00016275178351950664,0.48484848484848486,0.5111111111111111,nan,nan,nan,True,0.5,-8.921491742878031e-05,0.00025196670094828694,2.7526155624118798,WEAK,passed
435,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,unique_active_wallets,active_wallet_bucket,high,0.81,111,66,45,-1,0.48484848484848486,0.5111111111111111,0.00011447449069258477,0.00016275178351950664,0.48484848484848486,0.5111111111111111,nan,nan,nan,True,0.5,-8.921491742878031e-05,0.00025196670094828694,2.7346155624118795,WEAK,passed
436,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,unique_active_wallets,whale_flow_bucket,normal,0.81,111,66,45,-1,0.48484848484848486,0.5111111111111111,0.00011447449069258477,0.00016275178351950664,0.48484848484848486,0.5111111111111111,nan,nan,nan,True,0.5,-8.921491742878031e-05,0.00025196670094828694,2.7346155624118795,WEAK,passed
437,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,large_trade_count,all,all,0.8,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8187368541381406,WEAK,train_test_direction_mismatch
438,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,whale_flow_score,all,all,0.8,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8187368541381406,WEAK,train_test_direction_mismatch
439,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,large_trade_count,active_wallet_bucket,high,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
440,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,large_trade_count,flow_direction,buy_dominant,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
441,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,large_trade_count,whale_flow_bucket,normal,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
442,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,whale_flow_score,active_wallet_bucket,high,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
443,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,whale_flow_score,flow_direction,buy_dominant,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
444,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,whale_flow_score,whale_flow_bucket,normal,0.7200000000000001,57,34,23,1,0.5,0.5217391304347826,4.433705973911936e-05,-0.0001931727194969667,0.5,0.5217391304347826,nan,nan,nan,False,0.0,-0.0004194656858398432,0.0002262929663428765,1.8027368541381406,WEAK,train_test_direction_mismatch
445,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",4,net_flow_usdc,all,all,1.0,124,74,50,1,0.5135135135135135,0.52,0.00026652189542911376,0.00039641408968417446,0.5135135135135135,0.52,0.10852124087518002,0.08451954811002707,0.2484466938772834,True,0.8169039096220054,0.00018823453366681393,0.00020817955601736053,3.0985398208254775,WEAK,passed
446,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",4,net_flow_usdc,active_wallet_bucket,high,0.9,124,74,50,1,0.5135135135135135,0.52,0.00026652189542911376,0.00039641408968417446,0.5135135135135135,0.52,0.10852124087518002,0.08451954811002707,0.2484466938772834,True,0.8169039096220054,0.00018823453366681393,0.00020817955601736053,3.0785398208254775,WEAK,passed
447,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",4,net_flow_usdc,whale_flow_bucket,normal,0.9,124,74,50,1,0.5135135135135135,0.52,0.00026652189542911376,0.00039641408968417446,0.5135135135135135,0.52,0.10852124087518002,0.08451954811002707,0.2484466938772834,True,0.8169039096220054,0.00018823453366681393,0.00020817955601736053,3.0785398208254775,WEAK,passed
448,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,flow_momentum_4h,all,all,0.6,92,55,37,-1,0.43636363636363634,0.5405405405405406,2.4748042048144105e-05,0.0003852940350580357,0.43636363636363634,0.5405405405405406,-0.008419754227079052,-3.333277979298931e-05,0.04582149328742775,True,0.5000066665559586,0.0001877853621553796,0.0001975086729026561,2.660589482217571,WEAK,passed
449,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,flow_momentum_4h,active_wallet_bucket,high,0.54,92,55,37,-1,0.43636363636363634,0.5405405405405406,2.4748042048144105e-05,0.0003852940350580357,0.43636363636363634,0.5405405405405406,-0.008419754227079052,-3.333277979298931e-05,0.04582149328742775,True,0.5000066665559586,0.0001877853621553796,0.0001975086729026561,2.648589482217571,WEAK,passed
450,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,flow_momentum_4h,flow_direction,sell_dominant,0.54,92,55,37,-1,0.43636363636363634,0.5405405405405406,2.4748042048144105e-05,0.0003852940350580357,0.43636363636363634,0.5405405405405406,-0.008419754227079052,-3.333277979298931e-05,0.04582149328742775,True,0.5000066665559586,0.0001877853621553796,0.0001975086729026561,2.648589482217571,WEAK,passed
